Produto,Preço,Pgto.,Nº Parcelas,Data,Cliente,E-mail,DDD,Telefone
Produto C,R$ 750,Cartão de Crédito,2,27/11/2018,Mariana Souza,marianasouza@gmail.com,51,940387344
Produto B,R$ 1000,Boleto Bancário,10,17/11/2018,Elaine Silva,elainesilva@yahoo.com,88,983523353
Produto C,R$ 1000,Pix,9,22/08/2018,Jhonn Almeida,jhonnalmeida@gmail.com,21,943961403
Produto A,R$ 750,Boleto Bancário,1,16/01/2018,Paula Silva,paulasilva@hotmail.com,38,908439591
Produto A,R$ 1200,Pix,5,27/11/2018,Pedro Silva,pedrosilva@yahoo.com,92,927767253
Produto A,R$ 750,Boleto Bancário,10,13/05/2018,Tércio Souza,térciosouza@gmail.com,32,956095857
Produto C,R$ 500,Cartão de Crédito,9,08/07/2018,Rafael Costa,rafaelcosta@yahoo.com,47,979503296
Produto C,R$ 500,Boleto Bancário,8,15/02/2018,Lucas Souza,lucassouza@outlook.com,44,990271922
Produto B,R$ 1200,Boleto Bancário,12,27/10/2018,Jonatas Martins,jonatasmartins@yahoo.com,11,930741969
Produto A,R$ 750,Cartão de Crédito,12,12/09/2018,Tércio Souza,térciosouza@yahoo.com,84,967066790
Produto C,R$ 500,Cartão de Crédito,2,17/08/2018,Lucas Oliveira,lucasoliveira@yahoo.com,66,986130041
Produto A,R$ 1000,Cartão de Crédito,3,15/07/2018,Mariana Oliveira,marianaoliveira@outlook.com,48,989688970
Produto A,R$ 750,Cartão de Crédito,6,20/10/2018,Jonatas Pereira,jonataspereira@hotmail.com,42,944824664
Produto B,R$ 1200,Cartão de Crédito,11,05/10/2018,Tonny Santos,tonnysantos@hotmail.com,65,958008418
Produto A,R$ 750,Cartão de Crédito,6,03/01/2018,Tércio Silva,térciosilva@outlook.com,70,987907341
Produto C,R$ 1200,Boleto Bancário,5,09/06/2018,Pedro Oliveira,pedrooliveira@gmail.com,61,958311971
Produto A,R$ 750,Cartão de Crédito,3,14/11/2018,Samuel Santos,samuelsantos@gmail.com,25,945702764
Produto C,R$ 1000,Boleto Bancário,8,02/10/2018,Jonatas Silva,jonatassilva@gmail.com,93,978281676
Produto B,R$ 500,Cartão de Crédito,9,20/02/2018,Samuel Silva,samuelsilva@hotmail.com,91,938755569
Produto B,R$ 1200,Cartão de Crédito,4,24/07/2018,Danubia Oliveira,danubiaoliveira@yahoo.com,64,962381682
Produto A,R$ 500,Boleto Bancário,10,13/01/2018,Mariana Costa,marianacosta@yahoo.com,14,949852359
Produto A,R$ 1000,Pix,8,07/11/2018,Jhonn Souza,jhonnsouza@outlook.com,31,902157509
Produto C,R$ 750,Pix,9,06/05/2018,Bianca Martins,biancamartins@outlook.com,16,984391527
Produto A,R$ 500,Boleto Bancário,7,09/04/2018,Bianca Almeida,biancaalmeida@hotmail.com,49,930895603
Produto A,R$ 1000,Cartão de Crédito,2,28/09/2018,Rafael Pereira,rafaelpereira@hotmail.com,77,985697761
Produto B,R$ 1200,Pix,12,02/08/2018,Samuel Costa,samuelcosta@gmail.com,62,958179567
Produto B,R$ 1000,Pix,7,21/09/2018,Tércio Pereira,térciopereira@yahoo.com,98,973081727
Produto B,R$ 1200,Cartão de Crédito,12,17/02/2018,Paula Oliveira,paulaoliveira@outlook.com,40,943920858
Produto B,R$ 1000,Boleto Bancário,3,13/02/2018,Elaine Santos,elainesantos@outlook.com,56,940838462
Produto C,R$ 500,Cartão de Crédito,12,17/12/2018,Paula Oliveira,paulaoliveira@outlook.com,37,974581436
Produto A,R$ 1000,Cartão de Crédito,7,14/09/2018,Jonatas Santos,jonatassantos@outlook.com,18,961372315
Produto A,R$ 1000,Boleto Bancário,11,26/03/2018,Danubia Santos,danubiasantos@yahoo.com,85,969268589
Produto A,R$ 1000,Pix,8,27/10/2018,Samuel Silva,samuelsilva@hotmail.com,93,919451288
Produto B,R$ 1000,Cartão de Crédito,1,20/04/2018,Jhonn Almeida,jhonnalmeida@hotmail.com,70,926707884
Produto A,R$ 1200,Cartão de Crédito,9,04/11/2018,Jhonn Pereira,jhonnpereira@gmail.com,91,998279555
Produto A,R$ 750,Pix,9,27/03/2018,Tamires Almeida,tamiresalmeida@gmail.com,14,970679202
Produto B,R$ 1200,Cartão de Crédito,12,13/03/2018,Pedro Souza,pedrosouza@gmail.com,60,935853463
Produto A,R$ 750,Cartão de Crédito,7,18/07/2018,Pedro Souza,pedrosouza@outlook.com,56,982467677
Produto B,R$ 1000,Pix,2,03/12/2018,Samuel Souza,samuelsouza@hotmail.com,94,910659084
Produto A,R$ 1000,Boleto Bancário,6,28/05/2018,Bianca Almeida,biancaalmeida@gmail.com,67,977288194
Produto B,R$ 1000,Boleto Bancário,3,22/07/2018,Jhonn Costa,jhonncosta@outlook.com,51,938231691
Produto A,R$ 500,Boleto Bancário,4,01/12/2018,Lucas Almeida,lucasalmeida@hotmail.com,53,984842449
Produto C,R$ 1000,Cartão de Crédito,9,06/09/2018,Tércio Costa,térciocosta@gmail.com,24,954115722
Produto C,R$ 1000,Boleto Bancário,11,16/10/2018,Bianca Martins,biancamartins@hotmail.com,78,963710852
Produto B,R$ 500,Cartão de Crédito,9,22/12/2018,Tamires Santos,tamiressantos@gmail.com,78,997540962
Produto B,R$ 500,Pix,7,11/11/2018,Mariana Souza,marianasouza@hotmail.com,21,966554133
Produto C,R$ 500,Pix,11,26/09/2018,Jhonn Almeida,jhonnalmeida@hotmail.com,30,991246255
Produto B,R$ 1000,Boleto Bancário,11,15/11/2018,Bianca Almeida,biancaalmeida@outlook.com,48,924791938
Produto B,R$ 500,Cartão de Crédito,5,06/10/2018,Danubia Costa,danubiacosta@hotmail.com,81,986053325
Produto B,R$ 1200,Cartão de Crédito,6,07/07/2018,Bianca Pereira,biancapereira@outlook.com,71,993602719
Produto B,R$ 500,Pix,9,21/04/2018,Jhonn Martins,jhonnmartins@hotmail.com,26,928980074
Produto A,R$ 750,Boleto Bancário,9,09/07/2018,Pedro Martins,pedromartins@yahoo.com,23,975362625
Produto B,R$ 500,Pix,4,03/04/2018,Jhonn Costa,jhonncosta@yahoo.com,98,901581465
Produto A,R$ 500,Boleto Bancário,4,26/01/2018,Danubia Oliveira,danubiaoliveira@yahoo.com,62,912255404
Produto C,R$ 750,Cartão de Crédito,11,05/11/2018,Mariana Silva,marianasilva@outlook.com,43,938409270
Produto C,R$ 750,Boleto Bancário,9,21/05/2018,Samuel Martins,samuelmartins@gmail.com,33,915097569
Produto B,R$ 750,Cartão de Crédito,10,17/08/2018,Tamires Martins,tamiresmartins@gmail.com,20,955422852
Produto C,R$ 1000,Cartão de Crédito,2,10/07/2018,Jhonn Santos,jhonnsantos@gmail.com,14,958922954
Produto C,R$ 1200,Boleto Bancário,8,16/09/2018,Paula Souza,paulasouza@yahoo.com,81,900041908
Produto C,R$ 1200,Boleto Bancário,3,10/08/2018,Samuel Souza,samuelsouza@gmail.com,43,903704319
Produto A,R$ 1000,Cartão de Crédito,6,22/03/2018,Jhonn Pereira,jhonnpereira@gmail.com,45,982136302
Produto C,R$ 500,Pix,1,26/06/2018,Tércio Silva,térciosilva@gmail.com,98,985990933
Produto C,R$ 500,Cartão de Crédito,12,22/09/2018,Tonny Souza,tonnysouza@yahoo.com,77,953077439
Produto B,R$ 500,Boleto Bancário,6,30/04/2018,Alefy Almeida,alefyalmeida@outlook.com,79,957128536
Produto A,R$ 1200,Pix,12,14/10/2018,Tonny Pereira,tonnypereira@yahoo.com,48,991934063
Produto A,R$ 1000,Cartão de Crédito,6,18/07/2018,Tonny Oliveira,tonnyoliveira@hotmail.com,86,943245817
Produto B,R$ 500,Pix,4,19/11/2018,Elaine Costa,elainecosta@outlook.com,55,999774676
Produto A,R$ 500,Boleto Bancário,12,03/11/2018,Lucas Costa,lucascosta@outlook.com,57,988619791
Produto A,R$ 1200,Pix,3,14/11/2018,Elaine Oliveira,elaineoliveira@hotmail.com,49,974596396
Produto B,R$ 750,Boleto Bancário,1,13/01/2018,Alefy Souza,alefysouza@outlook.com,97,957027438
Produto A,R$ 1000,Pix,8,14/05/2018,Paula Costa,paulacosta@gmail.com,86,968917065
Produto A,R$ 1200,Pix,10,25/08/2018,Elaine Pereira,elainepereira@gmail.com,40,900747645
Produto B,R$ 500,Cartão de Crédito,11,22/06/2018,Elaine Santos,elainesantos@outlook.com,14,999111669
Produto C,R$ 500,Boleto Bancário,9,26/10/2018,Paula Silva,paulasilva@hotmail.com,26,927314974
Produto B,R$ 1000,Cartão de Crédito,2,13/03/2018,Lucas Souza,lucassouza@yahoo.com,27,958732815
Produto B,R$ 1200,Cartão de Crédito,5,13/09/2018,Jhonn Santos,jhonnsantos@hotmail.com,82,998343488
Produto B,R$ 500,Cartão de Crédito,9,09/07/2018,Tamires Santos,tamiressantos@gmail.com,91,941294823
Produto C,R$ 1200,Cartão de Crédito,1,27/05/2018,Tércio Santos,térciosantos@yahoo.com,77,922163772
Produto A,R$ 750,Boleto Bancário,12,17/10/2018,Alefy Almeida,alefyalmeida@gmail.com,18,926691722
Produto B,R$ 500,Cartão de Crédito,4,24/01/2018,Mariana Silva,marianasilva@hotmail.com,56,989649365
Produto A,R$ 500,Cartão de Crédito,10,21/03/2018,Tamires Martins,tamiresmartins@yahoo.com,92,990773275
Produto B,R$ 1000,Boleto Bancário,2,19/11/2018,Pedro Almeida,pedroalmeida@hotmail.com,25,976852540
Produto C,R$ 500,Cartão de Crédito,1,10/05/2018,Tércio Silva,térciosilva@outlook.com,31,970179385
Produto B,R$ 750,Boleto Bancário,4,26/12/2018,Lucas Santos,lucassantos@yahoo.com,52,902283760
Produto A,R$ 750,Boleto Bancário,7,16/12/2018,Jonatas Almeida,jonatasalmeida@gmail.com,62,966252410
Produto B,R$ 1200,Boleto Bancário,1,10/02/2018,Samuel Martins,samuelmartins@gmail.com,93,978075846
Produto B,R$ 750,Cartão de Crédito,8,21/12/2018,Alefy Costa,alefycosta@outlook.com,19,994355019
Produto C,R$ 1000,Cartão de Crédito,5,28/08/2018,Paula Santos,paulasantos@gmail.com,47,955028913
Produto B,R$ 1000,Pix,8,06/09/2018,Samuel Costa,samuelcosta@yahoo.com,36,917837243
Produto B,R$ 750,Boleto Bancário,5,15/03/2018,Tércio Almeida,tércioalmeida@yahoo.com,82,923069425
Produto A,R$ 500,Boleto Bancário,1,07/06/2018,Mariana Costa,marianacosta@outlook.com,32,978937875
Produto C,R$ 500,Pix,5,29/04/2018,Presley Silva,presleysilva@hotmail.com,84,954809479
Produto B,R$ 1200,Pix,11,28/12/2018,Pedro Costa,pedrocosta@gmail.com,45,946940519
Produto B,R$ 750,Pix,11,22/11/2018,Tamires Santos,tamiressantos@yahoo.com,18,981582451
Produto A,R$ 1000,Pix,11,07/12/2018,Danubia Souza,danubiasouza@gmail.com,38,902965276
Produto A,R$ 1200,Pix,4,12/09/2018,Mariana Pereira,marianapereira@outlook.com,50,982102951
Produto B,R$ 1000,Boleto Bancário,8,24/05/2018,Jhonn Martins,jhonnmartins@gmail.com,62,936364075
Produto C,R$ 500,Pix,7,16/10/2018,Elaine Silva,elainesilva@hotmail.com,46,914483247
Produto C,R$ 1000,Boleto Bancário,3,10/07/2018,Lucas Santos,lucassantos@outlook.com,94,903533896
Produto C,R$ 1000,Cartão de Crédito,5,23/02/2018,Pedro Santos,pedrosantos@outlook.com,60,938700919
Produto A,R$ 750,Pix,5,01/11/2018,Samuel Silva,samuelsilva@gmail.com,54,996865374
Produto C,R$ 750,Cartão de Crédito,8,01/07/2018,Paula Oliveira,paulaoliveira@yahoo.com,89,930798519
Produto C,R$ 1000,Pix,6,11/10/2018,Mariana Oliveira,marianaoliveira@yahoo.com,15,983419351
Produto C,R$ 1200,Pix,7,15/03/2018,Tonny Costa,tonnycosta@yahoo.com,14,935546317
Produto B,R$ 500,Cartão de Crédito,11,03/10/2018,Samuel Pereira,samuelpereira@outlook.com,80,998941879
Produto B,R$ 1200,Cartão de Crédito,3,12/05/2018,Paula Pereira,paulapereira@hotmail.com,79,946558986
Produto B,R$ 1200,Pix,1,02/11/2018,Rafael Almeida,rafaelalmeida@hotmail.com,37,949919175
Produto A,R$ 1200,Pix,3,11/03/2018,Tamires Santos,tamiressantos@yahoo.com,55,929951437
Produto B,R$ 1200,Pix,8,05/08/2018,Presley Souza,presleysouza@outlook.com,23,930225337
Produto A,R$ 1000,Cartão de Crédito,9,10/01/2018,Danubia Costa,danubiacosta@outlook.com,50,951898729
Produto A,R$ 750,Cartão de Crédito,3,21/09/2018,Bianca Souza,biancasouza@yahoo.com,39,932830256
Produto A,R$ 1000,Boleto Bancário,9,19/02/2018,Alefy Costa,alefycosta@yahoo.com,53,990516411
Produto A,R$ 1200,Pix,5,29/06/2018,Tonny Martins,tonnymartins@yahoo.com,96,907277949
Produto B,R$ 500,Cartão de Crédito,6,12/07/2018,Mariana Santos,marianasantos@yahoo.com,65,952511336
Produto C,R$ 750,Pix,7,02/11/2018,Rafael Almeida,rafaelalmeida@yahoo.com,32,921028434
Produto A,R$ 750,Cartão de Crédito,4,15/07/2018,Tércio Silva,térciosilva@yahoo.com,37,938622769
Produto B,R$ 1200,Cartão de Crédito,4,03/04/2018,Alefy Souza,alefysouza@yahoo.com,92,977224900
Produto C,R$ 750,Cartão de Crédito,10,26/06/2018,Bianca Santos,biancasantos@gmail.com,80,953751691
Produto B,R$ 1200,Pix,11,06/05/2018,Alefy Martins,alefymartins@yahoo.com,50,995024633
Produto B,R$ 750,Boleto Bancário,5,30/04/2018,Elaine Souza,elainesouza@yahoo.com,86,993135766
Produto C,R$ 750,Cartão de Crédito,12,10/03/2018,Alefy Costa,alefycosta@yahoo.com,35,943107482
Produto A,R$ 500,Cartão de Crédito,11,09/09/2018,Rafael Souza,rafaelsouza@yahoo.com,55,955587338
Produto B,R$ 750,Pix,5,11/06/2018,Pedro Almeida,pedroalmeida@gmail.com,81,972650233
Produto C,R$ 1200,Pix,2,12/03/2018,Tonny Almeida,tonnyalmeida@outlook.com,51,902505124
Produto B,R$ 1000,Pix,11,31/08/2018,Samuel Silva,samuelsilva@hotmail.com,63,960223449
Produto B,R$ 1200,Boleto Bancário,9,03/02/2018,Alefy Santos,alefysantos@yahoo.com,42,955824839
Produto A,R$ 1200,Pix,4,26/04/2018,Bianca Souza,biancasouza@outlook.com,67,945616476
Produto A,R$ 1200,Pix,8,09/10/2018,Lucas Santos,lucassantos@outlook.com,31,938155226
Produto A,R$ 500,Boleto Bancário,5,17/03/2018,Paula Costa,paulacosta@gmail.com,26,963833242
Produto A,R$ 1000,Pix,1,24/02/2018,Bianca Costa,biancacosta@gmail.com,66,941954795
Produto A,R$ 750,Cartão de Crédito,1,04/01/2018,Elaine Souza,elainesouza@yahoo.com,55,969776182
Produto A,R$ 500,Cartão de Crédito,7,06/07/2018,Samuel Silva,samuelsilva@outlook.com,29,941239083
Produto B,R$ 1000,Boleto Bancário,3,01/09/2018,Tércio Silva,térciosilva@gmail.com,40,971594810
Produto A,R$ 750,Boleto Bancário,2,25/12/2018,Elaine Martins,elainemartins@gmail.com,24,966960248
Produto B,R$ 750,Cartão de Crédito,1,02/05/2018,Jhonn Costa,jhonncosta@outlook.com,56,904912270
Produto C,R$ 1200,Cartão de Crédito,8,16/03/2018,Danubia Souza,danubiasouza@hotmail.com,37,906594371
Produto B,R$ 500,Boleto Bancário,10,09/05/2018,Tércio Costa,térciocosta@outlook.com,63,915897428
Produto C,R$ 1200,Pix,8,27/08/2018,Elaine Costa,elainecosta@outlook.com,94,905069836
Produto C,R$ 1200,Boleto Bancário,4,15/07/2018,Samuel Silva,samuelsilva@yahoo.com,82,901471934
Produto B,R$ 1000,Pix,12,28/08/2018,Rafael Pereira,rafaelpereira@yahoo.com,86,978891164
Produto C,R$ 1200,Pix,4,12/05/2018,Tércio Costa,térciocosta@outlook.com,12,984433502
Produto A,R$ 1200,Pix,12,08/03/2018,Alefy Pereira,alefypereira@outlook.com,35,930633230
Produto A,R$ 1200,Boleto Bancário,8,25/06/2018,Jonatas Souza,jonatassouza@yahoo.com,75,956671614
Produto A,R$ 1200,Boleto Bancário,1,16/12/2018,Tamires Pereira,tamirespereira@gmail.com,52,910159029
Produto A,R$ 500,Boleto Bancário,4,11/04/2018,Tércio Silva,térciosilva@outlook.com,95,978089879
Produto A,R$ 1200,Cartão de Crédito,8,24/10/2018,Alefy Oliveira,alefyoliveira@gmail.com,36,942132439
Produto B,R$ 1200,Pix,2,14/08/2018,Jhonn Silva,jhonnsilva@yahoo.com,16,950916381
Produto C,R$ 500,Cartão de Crédito,4,01/02/2018,Jhonn Martins,jhonnmartins@outlook.com,17,932268903
Produto A,R$ 1000,Pix,1,02/07/2018,Tamires Almeida,tamiresalmeida@gmail.com,97,972132235
Produto C,R$ 1000,Pix,8,08/10/2018,Paula Souza,paulasouza@yahoo.com,38,907053684
Produto B,R$ 1200,Pix,7,15/11/2018,Alefy Souza,alefysouza@yahoo.com,21,932198515
Produto C,R$ 1200,Boleto Bancário,5,24/03/2018,Mariana Almeida,marianaalmeida@gmail.com,21,970568547
Produto C,R$ 1000,Cartão de Crédito,12,03/04/2018,Jhonn Pereira,jhonnpereira@hotmail.com,79,962076317
Produto A,R$ 1000,Boleto Bancário,12,08/08/2018,Rafael Santos,rafaelsantos@gmail.com,66,930642060
Produto B,R$ 500,Pix,12,18/12/2018,Tércio Oliveira,térciooliveira@yahoo.com,94,919614514
Produto C,R$ 500,Pix,8,20/11/2018,Rafael Silva,rafaelsilva@gmail.com,32,985955478
Produto C,R$ 500,Pix,3,28/07/2018,Alefy Almeida,alefyalmeida@gmail.com,92,996152275
Produto A,R$ 1000,Pix,12,06/08/2018,Presley Costa,presleycosta@yahoo.com,31,997101956
Produto C,R$ 500,Pix,5,21/02/2018,Lucas Oliveira,lucasoliveira@hotmail.com,45,932205063
Produto A,R$ 1000,Cartão de Crédito,9,16/02/2018,Tonny Costa,tonnycosta@yahoo.com,93,968312731
Produto C,R$ 1200,Pix,11,10/04/2018,Presley Silva,presleysilva@hotmail.com,53,952467026
Produto A,R$ 1200,Pix,3,21/08/2018,Tonny Martins,tonnymartins@outlook.com,27,906804975
Produto A,R$ 1000,Pix,1,08/03/2018,Jonatas Oliveira,jonatasoliveira@outlook.com,16,960311087
Produto B,R$ 1200,Boleto Bancário,7,23/12/2018,Alefy Almeida,alefyalmeida@outlook.com,38,908282384
Produto A,R$ 500,Boleto Bancário,10,08/09/2018,Tonny Almeida,tonnyalmeida@yahoo.com,57,965483188
Produto B,R$ 1200,Boleto Bancário,5,25/01/2018,Presley Silva,presleysilva@hotmail.com,14,960876256
Produto C,R$ 500,Boleto Bancário,7,03/11/2018,Pedro Souza,pedrosouza@hotmail.com,18,913995748
Produto B,R$ 750,Pix,1,16/10/2018,Tércio Silva,térciosilva@hotmail.com,92,908878600
Produto B,R$ 1200,Pix,12,14/08/2018,Elaine Souza,elainesouza@yahoo.com,35,937873111
Produto A,R$ 750,Boleto Bancário,7,23/01/2018,Pedro Pereira,pedropereira@outlook.com,83,905127170
Produto A,R$ 500,Pix,9,15/04/2018,Pedro Martins,pedromartins@gmail.com,85,900472044
Produto B,R$ 1000,Pix,6,30/08/2018,Rafael Silva,rafaelsilva@hotmail.com,34,990636395
Produto A,R$ 750,Cartão de Crédito,2,13/08/2018,Mariana Almeida,marianaalmeida@gmail.com,33,986109756
Produto B,R$ 1000,Boleto Bancário,5,07/10/2018,Jhonn Silva,jhonnsilva@yahoo.com,12,902474041
Produto A,R$ 500,Pix,6,04/01/2018,Elaine Almeida,elainealmeida@outlook.com,53,986777050
Produto C,R$ 1200,Pix,8,10/08/2018,Tonny Oliveira,tonnyoliveira@yahoo.com,54,920846654
Produto C,R$ 750,Pix,2,24/11/2018,Mariana Santos,marianasantos@outlook.com,84,913372363
Produto B,R$ 500,Pix,12,29/04/2018,Lucas Souza,lucassouza@outlook.com,56,977322086
Produto C,R$ 500,Cartão de Crédito,10,26/08/2018,Jonatas Souza,jonatassouza@hotmail.com,65,914374632
Produto B,R$ 1000,Pix,2,06/07/2018,Tonny Almeida,tonnyalmeida@gmail.com,86,968063541
Produto A,R$ 500,Boleto Bancário,1,17/02/2018,Samuel Souza,samuelsouza@outlook.com,93,935334589
Produto C,R$ 1000,Pix,4,18/02/2018,Pedro Pereira,pedropereira@gmail.com,81,983765922
Produto C,R$ 1000,Cartão de Crédito,1,22/09/2018,Lucas Souza,lucassouza@outlook.com,97,985167552
Produto A,R$ 1200,Boleto Bancário,4,05/04/2018,Samuel Souza,samuelsouza@gmail.com,49,970941711
Produto C,R$ 500,Boleto Bancário,12,16/01/2018,Bianca Oliveira,biancaoliveira@yahoo.com,73,941886049
Produto A,R$ 1200,Cartão de Crédito,6,07/11/2018,Jhonn Almeida,jhonnalmeida@yahoo.com,77,967971355
Produto C,R$ 500,Boleto Bancário,7,27/08/2018,Presley Costa,presleycosta@gmail.com,85,928058663
Produto B,R$ 500,Boleto Bancário,2,05/07/2018,Jhonn Santos,jhonnsantos@outlook.com,21,907159277
Produto A,R$ 750,Pix,2,24/11/2018,Mariana Almeida,marianaalmeida@yahoo.com,36,911407294
Produto B,R$ 750,Pix,4,13/07/2018,Elaine Silva,elainesilva@yahoo.com,42,936702847
Produto B,R$ 500,Cartão de Crédito,12,02/01/2018,Jonatas Silva,jonatassilva@outlook.com,14,950876031
Produto B,R$ 750,Boleto Bancário,12,08/05/2018,Jonatas Oliveira,jonatasoliveira@outlook.com,16,944374540
Produto B,R$ 1000,Pix,1,26/12/2018,Jonatas Silva,jonatassilva@hotmail.com,81,972866866
Produto A,R$ 1000,Pix,5,12/03/2018,Tonny Costa,tonnycosta@yahoo.com,60,964200290
Produto C,R$ 1200,Pix,6,06/12/2018,Elaine Pereira,elainepereira@hotmail.com,81,908981746
Produto C,R$ 750,Pix,6,12/02/2018,Pedro Almeida,pedroalmeida@yahoo.com,50,954708982
Produto B,R$ 500,Boleto Bancário,5,20/05/2018,Jhonn Almeida,jhonnalmeida@hotmail.com,46,922344882
Produto A,R$ 750,Pix,4,18/10/2018,Mariana Silva,marianasilva@gmail.com,36,904717099
Produto C,R$ 1200,Pix,9,08/04/2018,Rafael Souza,rafaelsouza@outlook.com,96,940136863
Produto C,R$ 750,Pix,1,25/08/2018,Tonny Souza,tonnysouza@outlook.com,52,988979854
Produto A,R$ 1200,Cartão de Crédito,3,24/01/2018,Tamires Costa,tamirescosta@outlook.com,29,972042823
Produto B,R$ 1200,Pix,5,24/12/2018,Danubia Costa,danubiacosta@hotmail.com,71,901498780
Produto C,R$ 750,Boleto Bancário,5,27/01/2018,Jhonn Silva,jhonnsilva@yahoo.com,40,963161850
Produto C,R$ 750,Boleto Bancário,2,04/02/2018,Pedro Silva,pedrosilva@yahoo.com,38,950621334
Produto C,R$ 500,Pix,8,01/01/2018,Mariana Santos,marianasantos@outlook.com,49,947721994
Produto C,R$ 1200,Boleto Bancário,12,17/03/2018,Samuel Costa,samuelcosta@hotmail.com,43,995606397
Produto A,R$ 1200,Boleto Bancário,4,10/01/2018,Rafael Costa,rafaelcosta@outlook.com,11,906853738
Produto A,R$ 1000,Boleto Bancário,10,12/02/2018,Samuel Silva,samuelsilva@outlook.com,25,910979572
Produto C,R$ 750,Boleto Bancário,5,01/07/2018,Alefy Oliveira,alefyoliveira@yahoo.com,27,973967675
Produto A,R$ 750,Cartão de Crédito,6,08/02/2018,Tércio Martins,térciomartins@hotmail.com,38,921301263
Produto B,R$ 750,Pix,3,14/02/2018,Pedro Oliveira,pedrooliveira@outlook.com,92,952261115
Produto B,R$ 1000,Boleto Bancário,11,07/06/2018,Jhonn Martins,jhonnmartins@outlook.com,50,974806057
Produto B,R$ 1200,Boleto Bancário,4,08/10/2018,Bianca Silva,biancasilva@gmail.com,34,903105860
Produto B,R$ 1200,Cartão de Crédito,11,25/09/2018,Elaine Silva,elainesilva@outlook.com,77,916134267
Produto B,R$ 500,Cartão de Crédito,4,17/01/2018,Mariana Pereira,marianapereira@outlook.com,28,949068474
Produto B,R$ 500,Boleto Bancário,8,15/03/2018,Tonny Almeida,tonnyalmeida@outlook.com,22,929241408
Produto C,R$ 1000,Boleto Bancário,11,13/06/2018,Tonny Martins,tonnymartins@hotmail.com,31,949017879
Produto C,R$ 1200,Cartão de Crédito,12,25/09/2018,Samuel Martins,samuelmartins@hotmail.com,24,981606064
Produto B,R$ 1000,Cartão de Crédito,5,16/12/2018,Danubia Almeida,danubiaalmeida@hotmail.com,49,919369993
Produto B,R$ 750,Boleto Bancário,4,27/08/2018,Elaine Martins,elainemartins@yahoo.com,63,914120620
Produto A,R$ 750,Cartão de Crédito,6,13/11/2018,Jhonn Costa,jhonncosta@yahoo.com,77,956079047
Produto A,R$ 500,Boleto Bancário,11,09/02/2018,Bianca Souza,biancasouza@outlook.com,68,918920074
Produto B,R$ 750,Boleto Bancário,1,18/01/2018,Pedro Silva,pedrosilva@outlook.com,83,936560423
Produto A,R$ 750,Pix,9,07/04/2018,Presley Oliveira,presleyoliveira@yahoo.com,19,940608453
Produto C,R$ 750,Cartão de Crédito,5,10/06/2018,Lucas Costa,lucascosta@gmail.com,57,956364006
